3(L)                        494_bus    494 5.366e+07 3.773e+07 6.374e+07 0.296891 0.000000 | 0.000 0.000 | 0 0
3(L)                  oscil_dcop_37    430 5.827e+07 5.820e+07 1.424e+08 0.001128 0.000000 | 0.000 0.000 | 0 0
3(L)                  oscil_dcop_38    430 5.827e+07 5.820e+07 1.424e+08 0.001128 0.000000 | 0.000 0.000 | 0 0
3(L)                  oscil_dcop_39    430 5.827e+07 5.820e+07 1.424e+08 0.001128 0.000000 | 0.000 0.000 | 0 0
3(L)                  oscil_dcop_41    430 5.827e+07 5.820e+07 1.424e+08 0.001128 0.000000 | 0.000 0.000 | 0 0
3(L)                  oscil_dcop_42    430 5.827e+07 5.820e+07 1.424e+08 0.001128 0.000000 | 0.000 0.000 | 0 0
3(L)                  oscil_dcop_43    430 5.827e+07 5.820e+07 1.424e+08 0.001128 0.000000 | 0.000 0.000 | 0 0
3(L)                  oscil_dcop_45    430 5.827e+07 5.820e+07 1.424e+08 0.001128 0.000000 | 0.000 0.000 | 0 0
3(L)                  oscil_dcop_46    430 5.827e+07 5.820e+07 1.424e+08 0.001128 0.000000 | 0.000 0.000 | 0 0
3(L)                  oscil_dcop_47    430 5.827e+07 5.820e+07 1.424e+08 0.001128 0.000000 | 0.000 0.000 | 0 0
3(L)                  oscil_dcop_48    430 5.827e+07 5.820e+07 1.424e+08 0.001128 0.000000 | 0.000 0.000 | 0 0
3(L)                  oscil_dcop_49    430 5.827e+07 5.820e+07 1.424e+08 0.001128 0.000000 | 0.000 0.000 | 0 0
3(L)                  oscil_dcop_51    430 5.827e+07 5.820e+07 1.424e+08 0.001128 0.000000 | 0.000 0.000 | 0 0
3(L)                  oscil_dcop_52    430 5.827e+07 5.820e+07 1.424e+08 0.001128 0.000000 | 0.000 0.000 | 0 0
3(L)                  oscil_dcop_53    430 5.827e+07 5.820e+07 1.424e+08 0.001128 0.000000 | 0.000 0.000 | 0 0
3(L)                  oscil_dcop_54    430 5.827e+07 5.820e+07 1.424e+08 0.001128 0.000000 | 0.000 0.000 | 0 0
3(L)                  oscil_dcop_56    430 5.827e+07 5.820e+07 1.424e+08 0.001128 0.000000 | 0.000 0.000 | 0 0
3(L)                  oscil_dcop_57    430 5.827e+07 5.820e+07 1.424e+08 0.001128 0.000000 | 0.000 0.000 | 0 0
3(L)                 oscil_trans_01    430 5.827e+07 5.562e+07 7.219e+07 0.045355 0.000000 | 0.000 0.000 | 0 0
3(L)                     Harvard500    500 1.830e+07 1.673e+07 9.449e+07 0.085593 0.000000 | 0.000 0.000 | 0 0
3(L)                         lap_25     25 2.786e+07 2.436e+07 2.985e+07 0.125389 0.000000 | 0.000 0.000 | 0 0
1(L)                        rajat05    301 1.466e+07 1.316e+06 5.248e+06 0.910252 0.000000 | 0.000 0.000 | 0 0
1(L)                        rajat11    135 7.500e+07 9.077e+05 3.267e+06 0.987897 0.000000 | 1.931 0.021 | 1163 549
1(L)                        rajat14    180 5.543e+07 1.563e+06 7.485e+06 0.971808 0.000000 | 0.000 0.000 | 0 0
1(L)                        Hamrle1     32 4.796e+07 3.333e+05 5.875e+05 0.993051 0.000000 | 0.241 0.003 | 59 89
1(L)                          robot    120 4.407e+07 1.020e+04 1.204e+04 0.999769 0.000000 | 1.029 0.017 | 337 225
1(L)                         rotor1    100 3.726e+07 1.869e+06 2.374e+06 0.949828 0.000000 | 0.000 0.000 | 0 0
1(L)                           LF10     18 5.170e+07 4.958e+04 6.238e+04 0.999041 0.000000 | 0.116 0.002 | 31 34
2(L)                         Cities     46 4.291e+04 1.275e+04 1.996e+04 0.702834 0.000000 | 0.246 0.004 | 89 90
1(L)                       Erdos971    472 1.551e+07 5.380e+05 2.309e+06 0.965319 0.000000 | 56.419 0.301 | 2054 4126
1(L)                       Erdos981    485 8.499e+06 3.420e+05 1.411e+06 0.959761 0.000000 | 52.354 0.412 | 2337 3648
1(L)                       Erdos991    492 1.629e+07 4.908e+05 1.898e+06 0.969878 0.000000 | 61.109 0.384 | 2057 4150
1(L)                       football     35 2.949e+07 2.832e+05 6.804e+05 0.990395 0.000000 | 0.152 0.004 | 46 49
1(L)                         GD00_a    352 2.508e+07 3.000e+06 6.857e+06 0.880374 0.000000 | 0.000 0.000 | 0 0
2(L)                         GD01_a    311 1.366e+07 3.107e+06 8.453e+06 0.772548 0.000000 | 0.000 0.000 | 0 0
3(L)                         GD01_b     18 5.560e+06 3.200e+06 3.701e+06 0.424463 0.000000 | 0.000 0.000 | 0 0
3(L)                         GD01_c     33 2.196e+07 1.630e+07 2.732e+07 0.257784 0.000000 | 0.000 0.000 | 0 0
2(L)                         GD02_a     23 3.395e+07 7.171e+06 2.294e+07 0.788756 0.000000 | 0.000 0.000 | 0 0
2(L)                         GD02_b     80 1.332e+07 5.650e+06 9.786e+06 0.575957 0.000000 | 0.000 0.000 | 0 0
2(L)                         GD95_a     36 1.267e+07 5.950e+06 1.001e+07 0.530236 0.000000 | 0.000 0.000 | 0 0
3(L)                         GD95_b     73 2.298e+07 1.856e+07 2.752e+07 0.192322 0.000000 | 0.000 0.000 | 0 0
3(L)                         GD95_c     62 2.651e+03 1.348e+03 2.033e+03 0.491426 0.000000 | 0.302 0.006 | 93 96
1(L)                         GD96_b    111 7.440e+07 4.000e+06 5.630e+06 0.946239 0.000000 | 0.000 0.000 | 0 0
3(L)                         GD96_c     65 1.715e+07 1.190e+07 1.496e+07 0.306075 0.000000 | 0.000 0.000 | 0 0
3(L)                         GD96_d    180 1.200e+07 1.200e+07 2.293e+07 0.000000 0.000000 | 0.000 0.000 | 0 0
3(L)                         GD97_a     84 1.574e+07 1.431e+07 1.587e+07 0.090610 0.000000 | 0.000 0.000 | 0 0
1(L)                         GD97_b     47 3.079e+07 8.795e+05 2.226e+06 0.971436 0.000000 | 0.704 0.004 | 313 248
2(L)                         GD98_b    121 8.121e+06 3.000e+06 7.573e+06 0.630570 0.000000 | 0.000 0.000 | 0 0
3(L)                         GD98_c    112 9.000e+06 8.000e+06 9.000e+06 0.111111 0.000000 | 0.000 0.000 | 0 0
3(L)                         GD99_b     64 1.586e+07 1.582e+07 1.783e+07 0.002693 0.000000 | 0.000 0.000 | 0 0
3(L)                         GD99_c    105 7.112e+06 5.978e+06 9.988e+06 0.159504 0.000000 | 0.000 0.000 | 0 0
1(L)                        GlossGT     72 2.923e+07 3.664e+01 4.711e+01 0.999999 0.000000 | 0.122 0.007 | 41 32
1(L)                       Journals    124 4.054e+07 2.532e+02 7.139e+02 0.999994 0.000000 | 0.194 0.018 | 1062 31
1(L)                       Ragusa16     24 2.873e+07 1.965e+06 4.607e+06 0.931590 0.000000 | 0.000 0.000 | 0 0
1(L)                       Ragusa18     23 4.879e+07 5.236e+06 9.244e+06 0.892675 0.000000 | 0.000 0.000 | 0 0
1(L)                  Sandi_authors     86 2.441e+07 1.420e+06 3.801e+06 0.941832 0.000000 | 0.000 0.000 | 0 0
3(L)                    Sandi_sandi    360 1.641e+07 1.454e+07 2.865e+07 0.113784 0.000000 | 0.000 0.000 | 0 0
3(L)                         SmallW    396 8.277e+06 7.182e+06 2.307e+07 0.132287 0.000000 | 0.000 0.000 | 0 0
3(L)                      Stranke94     10 2.676e+03 2.339e+03 2.444e+03 0.125874 0.000000 | 0.062 0.001 | 11 11
2(L)                    Tina_AskCal     11 1.257e+07 4.445e+06 6.519e+06 0.646435 0.000000 | 0.000 0.000 | 0 0
3(L)                    Tina_AskCog     11 3.914e+02 2.427e+02 2.900e+02 0.380019 0.000000 | 0.068 0.001 | 13 12
1(L)                    Tina_DisCal     11 2.291e+07 2.018e+02 2.855e+02 0.999991 0.000000 | 0.069 0.001 | 16 12
2(L)                    Tina_DisCog     11 2.707e+07 1.267e+07 2.163e+07 0.532024 0.000000 | 0.000 0.000 | 0 0
1(L)                        USAir97    332 8.933e+06 3.113e+05 7.933e+05 0.965153 0.000000 | 45.196 0.100 | 3784 1791
2(L)                    WorldCities    100 4.356e+03 1.020e+03 1.525e+03 0.765829 0.000000 | 0.266 0.012 | 90 62
1(L)                         dwa512    512 5.617e+06 8.977e+05 1.101e+06 0.840176 0.000000 | 11.001 0.479 | 2421 1394
2(L)                         dwb512    512 1.393e+01 4.005e+00 3.538e+00 0.712596 0.000000 | 0.058 0.495 | 1 0
3(L)                         rdb200    200 1.191e+05 6.547e+04 7.544e+04 0.450363 0.000000 | 1.327 0.040 | 304 301
3(L)                        rdb200l    200 1.760e+04 1.357e+04 1.416e+04 0.228670 0.000000 | 0.968 0.040 | 221 218
3(L)                         rdb450    450 4.695e+05 2.508e+05 2.886e+05 0.465713 0.000000 | 4.361 0.304 | 624 527
3(L)                        rdb450l    450 4.395e+04 2.760e+04 2.882e+04 0.372054 0.000000 | 7.450 0.286 | 916 920
1(L)                        tols340    340 7.624e+07 3.353e+04 2.349e+05 0.999560 0.000000 | 2.710 0.105 | 968 328
1(L)                         tols90     90 4.323e+07 3.128e+05 4.833e+05 0.992764 0.000000 | 0.051 0.011 | 30 0
3(L)                       gams10am    171 8.804e+06 8.724e+06 1.122e+07 0.009127 0.000000 | 0.000 0.000 | 0 0
3(L)                           farm     17 3.835e+07 3.314e+07 6.213e+07 0.135843 0.000000 | 0.000 0.000 | 0 0
3(L)                        gams10a    171 8.804e+06 8.722e+06 1.137e+07 0.009334 0.000000 | 0.000 0.000 | 0 0
3(L)                          p0033     48 1.554e+07 1.537e+07 2.802e+07 0.010978 0.000000 | 0.000 0.000 | 0 0
3(L)                          p0201    334 5.041e+06 4.148e+06 5.636e+07 0.177139 0.000000 | 0.000 0.000 | 0 0
2(L)                          p0282    523 9.743e+06 4.869e+06 4.034e+07 0.500269 0.000000 | 0.000 0.000 | 0 0
2(L)                          p0291    543 1.146e+07 4.391e+06 3.773e+07 0.616801 0.000000 | 0.000 0.000 | 0 0
1(L)                         refine     62 3.419e+07 3.143e+06 7.113e+06 0.908065 0.000000 | 0.000 0.000 | 0 0
1(L)                            zed    142 2.064e+07 8.385e+05 1.969e+06 0.959375 0.000000 | 0.731 0.026 | 177 203
1(L)                     Chebyshev1    261 4.901e+07 2.200e+05 4.092e+05 0.995511 0.000000 | 1.572 0.066 | 63 78
3(L)                      Maragal_1     14 3.520e+07 2.234e+07 3.125e+07 0.365176 0.000000 | 0.000 0.000 | 0 0
3(L)                      Maragal_2    350 1.766e+07 9.033e+06 3.983e+07 0.488638 0.000000 | 0.000 0.000 | 0 0
3(L)                       bibd_9_5    126 1.944e+07 1.944e+07 1.944e+07 0.000000 0.000000 | 0.000 0.000 | 0 0
3(L)                      bibd_11_5    462 1.273e+07 1.273e+07 1.273e+07 0.000000 0.000000 | 0.000 0.000 | 0 0
3(L)                      bibd_15_3    455 1.300e+07 1.300e+07 1.300e+07 0.000000 0.000000 | 0.000 0.000 | 0 0
2(L)                     CAG_mat364    364 3.394e+06 1.012e+06 1.720e+06 0.701894 0.000000 | 0.000 0.000 | 0 0
1(L)                      CAG_mat72     72 1.212e+07 1.897e+06 2.485e+06 0.843493 0.000000 | 0.000 0.000 | 0 0
3(L)                           TF10    107 2.582e+07 2.211e+07 4.054e+07 0.143588 0.000000 | 0.000 0.000 | 0 0
3(L)                           TF11    236 2.087e+07 1.930e+07 3.385e+07 0.075111 0.000000 | 0.000 0.000 | 0 0
3(L)                           TF12    552 8.800e+06 8.557e+06 2.073e+07 0.027701 0.000000 | 0.000 0.000 | 0 0
2(L)                          IG5-6     77 1.221e+07 4.284e+06 6.447e+06 0.649147 0.000000 | 0.000 0.000 | 0 0
2(L)                          IG5-7    150 1.377e+07 3.571e+06 4.883e+06 0.740640 0.000000 | 0.000 0.000 | 0 0
1(L)                          IG5-8    292 7.668e+06 7.368e+05 1.040e+06 0.903910 0.000000 | 8.947 0.082 | 1135 1025
1(L)                          IG5-9    540 6.127e+06 5.109e+05 7.854e+05 0.916613 0.000000 | 42.070 0.504 | 2549 1922
1(L)                        GL6_D_6    201 1.688e+07 1.748e+05 2.323e+05 0.989642 0.000000 | 0.958 0.041 | 53 125
2(L)                        GL6_D_7    470 6.663e+06 1.636e+06 2.562e+06 0.754489 0.000000 | 0.000 0.000 | 0 0
3(L)                        GL6_D_9    545 3.424e+06 2.349e+06 5.914e+06 0.313979 0.000000 | 0.000 0.000 | 0 0
3(L)                       GL6_D_10    341 3.541e+06 3.193e+06 1.099e+07 0.098214 0.000000 | 0.000 0.000 | 0 0
3(L)                         GL7d10     60 4.300e+07 2.344e+07 5.358e+07 0.454839 0.000000 | 0.000 0.000 | 0 0
1(L)                 robot24c1_mat5    302 2.019e+07 2.160e+05 1.265e+06 0.989300 0.000000 | 44.239 0.084 | 1584 1706
3(L)               robot24c1_mat5_J    404 5.047e+06 4.816e+06 6.752e+06 0.045855 0.000000 | 0.000 0.000 | 0 0
3(L)                       ch5-5-b4    600 5.000e+06 5.000e+06 5.000e+06 0.000000 0.000000 | 0.000 0.000 | 0 0
3(L)                       klein-b1     10 1.000e+07 8.529e+06 8.738e+06 0.147110 0.000000 | 0.000 0.000 | 0 0
3(L)                        n3c5-b4    210 1.000e+07 1.000e+07 1.000e+07 0.000000 0.000000 | 0.000 0.000 | 0 0
3(L)                        n3c5-b6    210 1.000e+07 1.000e+07 1.000e+07 0.000000 0.000000 | 0.000 0.000 | 0 0
3(L)                       n4c5-b11    120 1.200e+07 1.200e+07 1.200e+07 0.000000 0.000000 | 0.000 0.000 | 0 0
3(L)                          Trec6     15 2.450e+07 2.021e+07 4.349e+07 0.175238 0.000000 | 0.000 0.000 | 0 0
3(L)                          Trec7     36 1.302e+07 1.298e+07 4.709e+07 0.002424 0.000000 | 0.000 0.000 | 0 0
3(L)                          Trec8     84 8.417e+06 7.976e+06 5.023e+07 0.052324 0.000000 | 0.000 0.000 | 0 0
3(L)                         Trec10    478 2.717e+06 2.704e+06 3.618e+07 0.005090 0.000000 | 0.000 0.000 | 0 0
3(L)                   cat_ears_2_1     85 1.174e+07 1.104e+07 1.174e+07 0.059091 0.000000 | 0.000 0.000 | 0 0
3(L)                   cat_ears_3_1    181 1.238e+07 1.142e+07 1.238e+07 0.077634 0.000000 | 0.000 0.000 | 0 0
3(L)                   cat_ears_4_1    313 1.264e+07 1.159e+07 1.264e+07 0.082703 0.000000 | 0.000 0.000 | 0 0
3(L)                     flower_4_1    129 1.245e+07 1.222e+07 1.247e+07 0.018632 0.000000 | 0.000 0.000 | 0 0
3(L)                     flower_5_1    201 1.235e+07 1.178e+07 1.237e+07 0.045937 0.000000 | 0.000 0.000 | 0 0
3(L)                     flower_7_1    393 1.232e+07 1.178e+07 1.233e+07 0.043444 0.000000 | 0.000 0.000 | 0 0
3(L)                     flower_8_1    513 1.232e+07 1.178e+07 1.233e+07 0.043355 0.000000 | 0.000 0.000 | 0 0
3(L)                      wheel_3_1     25 1.104e+07 1.100e+07 1.108e+07 0.003901 0.000000 | 0.000 0.000 | 0 0
3(L)                      wheel_4_1     41 1.135e+07 1.126e+07 1.137e+07 0.008292 0.000000 | 0.000 0.000 | 0 0
3(L)                      wheel_5_1     61 1.203e+07 1.158e+07 1.204e+07 0.036723 0.000000 | 0.000 0.000 | 0 0
3(L)                      wheel_6_1     85 1.283e+07 1.200e+07 1.284e+07 0.065284 0.000000 | 0.000 0.000 | 0 0
3(L)                      wheel_7_1    113 1.373e+07 1.216e+07 1.374e+07 0.114714 0.000000 | 0.000 0.000 | 0 0
3(L)                           rel4     12 2.788e+07 2.434e+07 2.677e+07 0.126844 0.000000 | 0.000 0.000 | 0 0
3(L)                           rel5     35 2.673e+07 2.127e+07 2.669e+07 0.204316 0.000000 | 0.000 0.000 | 0 0
3(L)                         relat4     12 3.616e+07 3.277e+07 3.868e+07 0.093784 0.000000 | 0.000 0.000 | 0 0
3(L)                         relat5     35 2.125e+07 1.906e+07 2.560e+07 0.103153 0.000000 | 0.000 0.000 | 0 0
1(L)                            D_5    115 1.812e+07 2.917e+06 4.093e+06 0.839033 0.000000 | 0.000 0.000 | 0 0
1(L)                            D_6    435 1.688e+07 2.862e+05 3.427e+05 0.983046 0.000000 | 3.741 0.262 | 93 208
3(L)                           D_11    461 2.952e+06 2.897e+06 7.732e+06 0.018640 0.000000 | 0.000 0.000 | 0 0
1(L)                       08blocks    300 2.749e+07 5.771e+05 5.714e+06 0.979006 0.000000 | 0.184 0.084 | 10 14
1(L)                            ex1    216 1.695e+04 7.532e+01 8.818e+01 0.995556 0.000000 | 1.027 0.046 | 409 76
1(L)                  Trefethen_20b     19 9.212e+02 8.697e+00 9.290e+00 0.990559 0.000000 | 0.071 0.002 | 22 14
1(L)                   Trefethen_20     20 3.980e+03 2.859e+01 3.175e+01 0.992817 0.000000 | 0.077 0.002 | 25 17
1(L)                  Trefethen_150    150 5.928e+05 3.893e+01 4.359e+01 0.999934 0.000000 | 0.309 0.025 | 316 34
1(L)                 Trefethen_200b    199 2.723e+05 1.102e+01 1.187e+01 0.999960 0.000000 | 0.279 0.041 | 405 22
1(L)                  Trefethen_200    200 1.190e+06 3.893e+01 4.359e+01 0.999967 0.000000 | 0.421 0.040 | 454 36
1(L)                  Trefethen_300    300 3.142e+06 4.213e+01 4.722e+01 0.999987 0.000000 | 0.679 0.083 | 747 38
1(L)                  Trefethen_500    500 1.015e+07 4.213e+01 4.722e+01 0.999996 0.000000 | 1.210 0.393 | 1375 38
1(L)                         130bit    575 1.411e+07 3.034e+04 1.617e+05 0.997851 0.000000 | 23.838 0.549 | 1825 1160
2(L)                  ww_36_pmec_36     66 2.185e+07 6.710e+06 4.396e+07 0.692865 0.000000 | 0.000 0.000 | 0 0
3(L)                       M10PI_n1    528 7.915e+06 4.753e+06 4.544e+06 0.399542 0.000000 | 0.000 0.000 | 0 0
3(L)                       S10PI_n1    528 7.915e+06 4.753e+06 4.544e+06 0.399542 0.000000 | 0.000 0.000 | 0 0
1(L)                        adjnoun    112 1.729e+07 8.143e+05 3.057e+06 0.952909 0.000000 | 4.840 0.015 | 420 890
1(L)                 celegansneural    297 8.250e+06 1.025e+05 3.380e+05 0.987573 0.000000 | 16.307 0.083 | 3257 1452
1(L)                       dolphins     62 5.175e+07 2.005e+06 7.399e+06 0.961257 0.000000 | 0.000 0.000 | 0 0
1(L)                       football     35 2.949e+07 2.832e+05 6.804e+05 0.990395 0.000000 | 0.155 0.003 | 44 51
2(L)                         karate     34 2.262e+07 9.819e+06 2.047e+07 0.565847 0.000000 | 0.000 0.000 | 0 0
1(L)                         lesmis     77 1.639e+07 1.024e+05 4.294e+05 0.993754 0.000000 | 1.146 0.008 | 336 334
2(L)                       polbooks    105 5.187e+05 1.738e+05 2.650e+05 0.664881 0.000000 | 1.248 0.014 | 236 284
2(L)                           jazz    198 9.052e+06 4.181e+06 6.374e+06 0.538160 0.000000 | 0.000 0.000 | 0 0
1(L)             celegans_metabolic    453 6.408e+06 1.284e+05 3.022e+05 0.979966 0.000000 | 83.858 0.324 | 3912 1730
2(L)                          grid1    252 1.534e+07 7.319e+06 1.418e+07 0.522949 0.000000 | 0.000 0.000 | 0 0
3(L)                     grid1_dual    224 1.519e+07 1.393e+07 1.519e+07 0.082991 0.000000 | 0.000 0.000 | 0 0
1(L)                     chesapeake     39 6.608e+07 8.169e+06 4.493e+07 0.876377 0.000000 | 0.000 0.000 | 0 0
3(L)                          cz148    148 6.113e+06 5.732e+06 5.936e+06 0.062333 0.000000 | 0.000 0.000 | 0 0
3(L)                          cz308    308 5.391e+07 5.058e+07 5.249e+07 0.061743 0.000000 | 0.000 0.000 | 0 0
1(L)                   hangGlider_1    360 2.570e+07 8.973e+02 1.765e+03 0.999965 0.000000 | 10.441 0.116 | 1355 222
1(L)                    lowThrust_1    584 1.257e+07 1.278e+05 4.108e+05 0.989833 0.000000 | 90.647 0.490 | 4150 2428
1(L)                 orbitRaising_1    442 1.881e+07 9.431e+03 1.696e+04 0.999499 0.000000 | 8.181 0.226 | 2643 777
1(L)            spaceShuttleEntry_1    560 2.228e+07 9.865e+04 2.026e+05 0.995573 0.000000 | 177.791 0.559 | 1140 1432
1(L)                 spaceStation_1     99 4.896e+07 2.515e+06 4.150e+04 0.948639 0.000000 | 0.000 0.000 | 0 0
2(L)                 spaceStation_2    329 1.259e+07 4.514e+06 1.414e+07 0.641467 0.000000 | 0.000 0.000 | 0 0
2(L)                 spaceStation_3    467 1.721e+07 7.925e+06 1.286e+07 0.539570 0.000000 | 0.000 0.000 | 0 0
1(L)        tumorAntiAngiogenesis_1    205 8.470e+06 8.110e+04 7.955e+05 0.990425 0.000000 | 27.371 0.043 | 972 846
1(L)        tumorAntiAngiogenesis_2    305 3.091e+07 2.387e+00 2.789e+00 1.000000 0.000000 | 0.640 0.087 | 171 12
3(L)                   mycielskian4     11 9.391e+01 8.476e+01 8.728e+01 0.097455 0.000000 | 0.060 0.001 | 5 8
3(L)                   mycielskian5     23 7.641e+02 6.110e+02 6.455e+02 0.200423 0.000000 | 0.080 0.002 | 10 18
3(L)                   mycielskian6     47 5.863e+03 4.139e+03 4.451e+03 0.293979 0.000000 | 0.166 0.004 | 20 52
3(L)                   mycielskian7     95 4.337e+04 2.700e+04 2.937e+04 0.377367 0.000000 | 0.515 0.011 | 48 132
3(L)                   mycielskian8    191 3.132e+05 1.717e+05 1.882e+05 0.451876 0.000000 | 11.031 0.038 | 108 345
2(L)                   mycielskian9    383 2.227e+06 1.072e+06 1.181e+06 0.518610 0.000000 | 0.000 0.000 | 0 0
1(L)              breasttissue_10NN    106 4.147e+05 4.605e+04 6.414e+04 0.888958 0.000000 | 1.516 0.014 | 299 249
1(L)                dermatology_5NN    366 8.770e+06 9.134e+05 1.660e+06 0.895847 0.000000 | 18.500 0.120 | 1456 2456
1(L)                     Ecoli_10NN    336 5.181e+06 5.434e+05 8.016e+05 0.895106 0.000000 | 15.517 0.102 | 1332 1212
1(L)                     Glass_10NN    214 1.473e+07 3.134e+05 4.625e+05 0.978730 0.000000 | 5.066 0.045 | 828 593
3(L)              iris_dataset_30NN    150 4.617e+05 2.363e+05 3.373e+05 0.488167 0.000000 | 5.361 0.024 | 315 666
1(L)                 micromass_10NN    571 6.962e+06 2.340e+05 1.163e+06 0.966397 0.000000 | 85.582 0.549 | 4438 2528
1(L)             Olivetti_norm_10NN    400 3.756e+06 3.668e+05 6.221e+05 0.902332 0.000000 | 27.217 0.141 | 1713 1286
1(L)                   Spectro_10NN    531 3.154e+06 2.463e+05 4.465e+05 0.921899 0.000000 | 35.010 0.540 | 3137 2047
1(L)                     YaleA_10NN    165 2.198e+06 1.707e+05 2.648e+05 0.922321 0.000000 | 3.971 0.029 | 753 472
